name,date,gj-qydf,prov,class1,class2,keyword,desc,link
《关于组织开展“人工智能+”能源高价值场景试点申报工作的通知》,2026/6/4,区域地方级,山西,4.能源领域,,"绿电直连,绿色燃料",聚焦山西省能源产业绿色低碳转型和高质量发展需求，围绕“人工智能+”电网、能源新业态、新能源、火电、煤炭、油气等领域，征集和遴选一批技术领先、应用效益显著、推广潜力巨大的高价值应用场景。可申报方向包括绿电直连算电协同智能调度运营、绿氢及绿色燃料生产过程智能寻优、清洁能源基地多能互补智慧运行等。,https://nyj.shanxi.gov.cn/zfxxgk/fdzdgknr/sjwj/202606/t20260605_10140662.shtml
《黑龙江省化工园区建设标准和认定管理办法》,2026/6/5,区域地方级,黑龙江,3.产业领域,,零碳园区,旨在规范全省化工园区建设和认定管理，提升园区安全管控能力和绿色发展水平。《办法》明确园区应坚持生态优先、绿色发展，推进减污降碳协同增效。遵循减量化、再利用、资源化原则，推动资源循环利用、产业集聚耦合与能源梯级利用，打造绿色低碳、循环高效的零碳园区。,https://www.hlj.gov.cn/hlj/c108373/202606/c00_31947518.shtml
关于印发《吉林省碳普惠方法学管理办法》《吉林省碳普惠减排量管理办法》《吉林省大型活动碳中和实施指南》的通知,2026/6/8,区域地方级,吉林,2.政策制度体系,2.5 统计核算,碳普惠,碳普惠方法覆盖场景全覆盖“衣食住行购游”：纳入旧衣回收、光盘行动、减一次性用品、超低能耗住宅、垃圾分类、公交/骑行/拼车、新能源车、家电以旧换新、绿色寄递等数十项民生场景。碳普惠减排量须经第三方核查备案，未备案减排量不能交易、不能用于活动碳中和抵扣；减排量用于抵销后，应予以注销，不得重复使用。,http://xxgk.jl.gov.cn/zcbm/fgw_98007/xxgkmlqy/202606/t20260602_9643395.html
关于印发《吉林省碳普惠减排场景方法学 低碳出行（试行）》等6项 方法学的通知,2026/6/8,区域地方级,吉林,2.政策制度体系,2.2 标准体系,碳普惠,为加快推进吉林省碳普惠体系建设，规范碳普惠减排场景开发与设计、运行监测、数据管理及减排量核算、核查全流程工作，进一步提升企业、社会组织、公众等各类社会主体绿色低碳参与能力。研究制定了在低碳出行、低碳建筑、二手物品交易、 废弃产品分类回收、景区使用电子票证、外卖不使用一次性餐具方面的六项碳普惠方法学（试行）。,https://sthjt.jl.gov.cn/ywdt/tzgg/202606/t20260608_3636311.html
《广东省开发区规范化建设指导意见》,2026/6/8,区域地方级,广东,3.产业领域,,"碳足迹,绿电直连",目标到2030年，广东省开发区规上工业增加值年均增长5%，主导产业产值占比超过40%等。提出各开发区要大力推动绿色低碳园区建设，积极探索绿电直接供应方式，支持完善企业碳排放统计核算和产品碳足迹管理体系，大力发展绿色低碳循环产业等具体措施。,https://drc.gd.gov.cn/ywtz/content/post_4908023.html
《上海市生态环境领域科技创新行动方案（2026-2030年）》,2026/6/8,区域地方级,上海,2.政策制度体系,2,减污降碳,目标到2030年，生态环境领域科技创新策源功能明显增强，科技管理体制机制基本建立，创新平台驱动能力明显提升等。提出深化碳核算研究，提升碳足迹管理能力；深化城市绿林地、湿地等生态系统碳汇能力提升研究；减污降碳协同增效与应对气候变化，研究重点领域和行业碳污融合排放动态表征体系及减污降碳综合评估方法等。,https://sthj.sh.gov.cn/hbzhywpt2025/20260608/fd112774a8f84a6db89f919f1c9ddc49.html
《福建省“十五五”生态省建设暨生态环境保护规划》,2026/6/10,区域地方级,福建,2.政策制度体系,2,"零碳园区,碳市场,新型能源体系",目标到2030年，全面实施碳排放总量和强度双控制度，碳排放总量在2030年前实现达峰；到2035年，二氧化碳排放达峰后稳中有降，主要资源利用效率进一步提升等。提出完善重点行业领域碳排放预警管控机制、完善零碳园区建设体系、加快打造新型能源体系、统筹推进碳市场体系建设、推动交通运输绿色发展等具体措施。,https://www.fujian.gov.cn/zwgk/zxwj/szfwj/202606/t20260610_7161322.htm
《推动新能源重卡规模化应用实施方案》,2026/6/12,国家级,,5.交通领域,,多式联运,旨在促进交通运输绿色低碳转型，推进交通物流降本提质增效，加快推动新能源重卡规模化应用。提出加快零碳公路运输通道建设、发挥新能源重卡在多式联运场景中短驳优势、开展货运零排放试点建设、提升电动重卡绿电消费比例、推进碳排放核算与碳足迹标识认证等要求。,https://xxgk.mot.gov.cn/jigou/zhghs/202606/t20260612_4207423.html
《关于开展重点行业节能降碳改造攻坚三年行动的通知》,2026/6/15,国家级,,3.产业领域,,节能降碳,2026年起，以钢铁、电解铝、水泥、平板玻璃、炼油、乙烯、合成氨、甲醇、煤电等9个行业为重点，全面实施节能降碳改造。目标到2028 年底，以上重点行业达到现行能效标杆水平的产能比例平均提高 20 个百分点，煤电行业力争提高 15 个百分点，累计形成节能量 1 亿吨标准煤以上、减排二氧化碳 2 亿吨以上等。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202606/t20260615_1405852.html
《山西省省级零碳园区建设方案》,2026/6/15,区域地方级,山西,3.产业领域,,"零碳园区,绿电直连",山西省力争到2030年建设10个左右省级零碳园区，全面构建“以绿制绿”发展新模式。《方案》部署涵盖用能结构转型、新型储能应用、企业节能降碳、资源循环利用等十大关键领域重点任务。将充分挖掘园区及周边风光、生物质等清洁能源潜力，推广绿电直连；推动企业实施节能降碳改造，淘汰落后产能，建设零碳工厂；建立能碳管理平台等。,https://fgw.shanxi.gov.cn/sxfgwzwgk/sxsfgwxxgk/xxgkml/zfxxgkxgwj/202606/t20260604_10140338.shtml
《重庆市建设新型能源算力枢纽实施方案》,2026/6/16,区域地方级,重庆,4.能源领域,,绿电,目标到2027年，可调度智算规模达到10万P，AI+综合场景数量达到100个，“用算”企业超过1万家，高水平建成基础设施先进集约、算力调度高效智能、能源利用绿色低碳新型能源算力枢纽等。提出完善数据中心多层次发展格局，支持绿电资源丰富、气温适宜的渝东南、渝东北区县因地制宜布局建设绿色算力设施等重点任务。,https://www.cq.gov.cn/zwgk/zfxxgkml/szfwj/xzgfxwj/szfbgt/202606/t20260616_15758457.html
《辽宁省推进服务业扩能提质的实施意见》,2026/6/16,区域地方级,辽宁,3.产业领域,,"节能降碳,资源利用",目标到2030年，服务业支撑产业升级、满足民生、带动就业的作用有效发挥，高质量发展取得明显进展，增加值达到2.4万亿元以上。在环境治理方面，提出开展公共机构和大型公共建筑节能降碳改造。依法稳妥开展碳排放权、用水权等担保融资；在回收利用方面，提出围绕钢铁、塑料等资源循环利用，推动重点行业发展再制造服务等。,https://www.ln.gov.cn/web/zwgkx/zfwj/szfwj/2026n/2026061616413753311/index.shtml
《四川省支持绿色低碳发展若干政策措施》,2026/6/18,区域地方级,四川,2.政策制度体系,2,"绿色金融,新型储能",旨在加快推动四川经济社会发展全面绿色转型，提升绿色低碳发展水平。在加大政府资金投入方面，提出实施节能降碳增效改造、煤炭清洁化利用、新型储能和能源领域氢能项目激励等；在完善金融支持政策方面，提出引导金融机构推出绿色低碳转型金融产品和服务、支持企业发行绿色债券融资等具体措施。,https://fgw.sc.gov.cn/sfgw/qtwj/2026/6/18/a1598068103c430fb9514637ced2d212.shtml
《关于2026年上海市商业节能减碳绿色发展工作要点的通知》,2026/6/22,区域地方级,上海,4.能源领域,,"虚拟电厂,碳交易",为积极稳妥推进商务领域碳达峰碳中和，进一步提高能源利用效率，促进商业绿色发展，完成上海市商务领域节能减碳绿色发展年度目标任务。在节能减排工作方面，提出强化重点单位节能和碳排放管理、持续开展能效监管、推动既有建筑节能改造等重点任务；在绿色发展工作方面，提出推广碳交易和碳普惠减排、推动储能和虚拟电厂建设等重点任务。,https://sww.sh.gov.cn/zwgkgfqtzcwj/20260622/c24dc1e44e974486a75ba4e8a37a347d.html
《可再生能源消费最低比重目标和可再生能源电力消纳责任权重制度实施办法》,2026/6/23,国家级,,4.能源领域,,电力消纳,《办法》首次将非电消费纳入可再生能源消费最低比重目标。电力消费最低比重目标采用绿证进行核算，非电消费最低比重目标主要使用热量进行核算。可再生能源电力消纳责任权重分为总量和非水电权重两类，均采用消纳的物理电量核算。国家对省级行政区域电力消纳责任权重完成情况进行监测、评价和考核。自2026年8月1日起施行。,https://wap.miit.gov.cn/jgsj/jns/gzdt/art/2026/art_5e311cdaa3ea41dcb8c29e678cb4c3f7.html
《关于组织推进非公共电网可再生能源发电项目绿证核发的通知》,2026/6/23,国家级,,4.能源领域,,绿色电力证书,旨在加快建立绿色能源消费促进机制，进一步深化可再生能源绿色电力证书核发全覆盖，推动绿证市场高质量发展。非公共电网项目是指不直接接入公共电网的可再生能源发电项目，包括离网型项目、接入用户侧内部（或绿电直连等项目内部）的并网型项目。要求优先开展涉及可再生能源消费最低比重目标考核的重点用能行业企业相关非公共电网项目绿证核发等。,"https://www.nea.gov.cn/20260623/62bac506e76544bda509a7a50e81ba08/c.html#:~:text=为落实《中华人民共和国能源法》《国家发展改革委%20财政部,国家能源局关于做好可再生能源绿色电力证书全覆盖工作%20促进可再生能源电力消费的通知》（发改能源%E3%80%942023%E3%80%951044号）等法规政策有关要求，加快建立绿色能源消费促进机制，进一步深化可再生能源绿色电力证书（以下简称绿证）核发全覆盖，推动绿证市场高质量发展，现就推进非公共电网可再生能源发电项目（以下简称非公共电网项目）的绿证核发工作通知如下%E3%80%82"
